task_id,lane,source_model_path,output_model_path,source_estimated_cost,output_estimated_cost,estimated_cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_bytes,output_initializer_bytes,initializer_bytes_delta,source_initializer_count,output_initializer_count,changed,removed_dead_nodes,removed_unused_initializers,removed_unused_value_info,deduplicated_initializers,constant_gather_tables_pruned,constant_gather_rows_removed,constant_gather_bytes_removed,checker_passed,forbidden_ops_passed,static_shapes_passed,equivalence_passed,equivalence_inputs_checked,equivalence_max_abs_diff,candidate_valid,failure_reason
task101,overrides,outputs\current_6352_53_stack\overrides\task101.onnx,,25701,25701,0,33885,33885,0,22692,22692,0,39,39,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task102,overrides,outputs\current_6352_53_stack\overrides\task102.onnx,,1740,1740,0,4821,4821,0,1216,1216,0,25,25,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task103,overrides,outputs\current_6352_53_stack\overrides\task103.onnx,,128,128,0,927,927,0,94,94,0,9,9,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task104,overrides,outputs\current_6352_53_stack\overrides\task104.onnx,,3066,3066,0,3505,3505,0,2076,2076,0,16,16,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task105,overrides,outputs\current_6352_53_stack\overrides\task105.onnx,,606,606,0,8053,8053,0,538,538,0,18,18,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task106,overrides,outputs\current_6352_53_stack\overrides\task106.onnx,,746,746,0,2939,2939,0,621,621,0,16,16,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task107,overrides,outputs\current_6352_53_stack\overrides\task107.onnx,,41375,41375,0,30216,30216,0,27694,27694,0,30,30,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task108,overrides,outputs\current_6352_53_stack\overrides\task108.onnx,,9000,9000,0,7454,7454,0,7200,7200,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task109,overrides,outputs\current_6352_53_stack\overrides\task109.onnx,,2144,2144,0,3980,3980,0,1190,1190,0,14,14,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task110,overrides,outputs\current_6352_53_stack\overrides\task110.onnx,,2945,2945,0,20499,20499,0,2599,2599,0,52,52,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task111,overrides,outputs\current_6352_53_stack\overrides\task111.onnx,,225,225,0,1499,1499,0,200,200,0,8,8,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task112,overrides,outputs\current_6352_53_stack\overrides\task112.onnx,,564,564,0,3987,3987,0,458,458,0,18,18,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task113,overrides,outputs\current_6352_53_stack\overrides\task113.onnx,,270,270,0,499,499,0,240,240,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task114,overrides,outputs\current_6352_53_stack\overrides\task114.onnx,,924,924,0,4671,4671,0,766,766,0,20,20,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task115,overrides,outputs\current_6352_53_stack\overrides\task115.onnx,,423,423,0,3952,3952,0,346,346,0,20,20,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task116,overrides,outputs\current_6352_53_stack\overrides\task116.onnx,,270,270,0,479,479,0,240,240,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task117,overrides,outputs\current_6352_53_stack\overrides\task117.onnx,,1147,1147,0,7552,7552,0,991,991,0,39,39,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task118,overrides,outputs\current_6352_53_stack\overrides\task118.onnx,,444,444,0,4327,4327,0,304,304,0,11,11,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task119,overrides,outputs\current_6352_53_stack\overrides\task119.onnx,,612,612,0,12826,12826,0,512,512,0,22,22,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task120,overrides,outputs\current_6352_53_stack\overrides\task120.onnx,,4550,4550,0,3836,3836,0,3640,3640,0,2,2,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task121,overrides,outputs\current_6352_53_stack\overrides\task121.onnx,,366,366,0,3339,3339,0,320,320,0,17,17,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task122,overrides,outputs\current_6352_53_stack\overrides\task122.onnx,,12550,12550,0,10236,10236,0,10040,10040,0,2,2,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task123,overrides,outputs\current_6352_53_stack\overrides\task123.onnx,,8472,8472,0,9379,9379,0,7524,7524,0,12,12,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task124,overrides,outputs\current_6352_53_stack\overrides\task124.onnx,,1763,1763,0,3839,3839,0,1410,1410,0,16,16,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task125,overrides,outputs\current_6352_53_stack\overrides\task125.onnx,,639,639,0,3012,3012,0,393,393,0,9,9,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task126,overrides,outputs\current_6352_53_stack\overrides\task126.onnx,,293,293,0,2121,2121,0,252,252,0,11,11,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task127,overrides,outputs\current_6352_53_stack\overrides\task127.onnx,,4500,4500,0,3772,3772,0,3600,3600,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task128,overrides,outputs\current_6352_53_stack\overrides\task128.onnx,,744,744,0,2394,2394,0,660,660,0,13,13,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task129,overrides,outputs\current_6352_53_stack\overrides\task129.onnx,,150,150,0,606,606,0,132,132,0,6,6,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task130,overrides,outputs\current_6352_53_stack\overrides\task130.onnx,,216,216,0,581,581,0,192,192,0,5,5,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task131,overrides,outputs\current_6352_53_stack\overrides\task131.onnx,,3135,3135,0,7860,7860,0,2184,2184,0,17,17,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task132,overrides,outputs\current_6352_53_stack\overrides\task132.onnx,,366,366,0,2585,2585,0,302,302,0,16,16,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task133,overrides,outputs\current_6352_53_stack\overrides\task133.onnx,,641,641,0,24395,24395,0,439,439,0,19,19,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task134,overrides,outputs\current_6352_53_stack\overrides\task134.onnx,,486,486,0,4599,4599,0,406,406,0,26,26,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task135,overrides,outputs\current_6352_53_stack\overrides\task135.onnx,,0,0,0,251,251,0,0,0,0,0,0,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task136,overrides,outputs\current_6352_53_stack\overrides\task136.onnx,,576,576,0,2827,2827,0,440,440,0,9,9,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task137,overrides,outputs\current_6352_53_stack\overrides\task137.onnx,,2008,2008,0,2684,2684,0,1042,1042,0,9,9,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task138,overrides,outputs\current_6352_53_stack\overrides\task138.onnx,,449,449,0,5476,5476,0,324,324,0,17,17,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task139,overrides,outputs\current_6352_53_stack\overrides\task139.onnx,,988,988,0,3865,3865,0,814,814,0,22,22,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task140,overrides,outputs\current_6352_53_stack\overrides\task140.onnx,,72,72,0,394,394,0,64,64,0,4,4,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task141,overrides,outputs\current_6352_53_stack\overrides\task141.onnx,,447,447,0,1874,1874,0,358,358,0,10,10,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task142,overrides,outputs\current_6352_53_stack\overrides\task142.onnx,,437,437,0,703,703,0,356,356,0,3,3,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task143,overrides,outputs\current_6352_53_stack\overrides\task143.onnx,,441,441,0,2144,2144,0,384,384,0,15,15,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
